locus_tag	gene	product
boryong_03135	htpG	molecular chaperone HtpG
boryong_03140	rpmI	50S ribosomal protein L35
boryong_03145	rplT	50S ribosomal protein L20
boryong_03150	NA	hypothetical protein
boryong_03155	NA	Putative transposase
boryong_03160	NA	DDE superendonuclease family protein
boryong_03165	NA	DDE superendonuclease family protein
boryong_03170	NA	DDE superendonuclease family protein
boryong_03175	NA	hypothetical protein
boryong_03185	rpsP	30S ribosomal protein S16
boryong_03190	rpmG	50S ribosomal protein L33
boryong_03195	NA	hypothetical protein
boryong_03200	NA	reverse transcriptase domain-containing protein
boryong_03205	NA	IS982 family transposase
boryong_03210	NA	hypothetical protein
boryong_03215	NA	Sporulation related domain protein
boryong_03220	argS	arginine--tRNA ligase
boryong_03225	iscA	iron-sulfur cluster assembly accessory protein
boryong_03230	gltX	glutamate--tRNA ligase
boryong_03235	alaS	alanine--tRNA ligase
boryong_03240	NA	hypothetical protein
boryong_03245	NA	hypothetical protein
boryong_03250	atpG	ATPase
boryong_03255	atpA	ATP synthase subunit alpha
boryong_03260	atpH	ATP synthase subunit delta
boryong_03265	dut	deoxyuridine 5'-triphosphate nucleotidohydrolase
boryong_03270	infC	translation initiation factor IF-3
boryong_03275	thrS	threonine--tRNA ligase
boryong_03280	folC	bifunctional folylpolyglutamate synthase/dihydrofolate synthase
boryong_03285	NA	peptidylprolyl isomerase
boryong_03290	secA	preprotein translocase subunit SecA
boryong_03295	traA	conjugal transfer protein TraA
boryong_03300	NA	Putative conjugative transfer protein TraA
boryong_03305	NA	Conjugal transfer protein TraA
boryong_03310	rppH	RNA pyrophosphohydrolase
boryong_03315	NA	DnaA-N domain-containing protein
boryong_03320	NA	IS5 family transposase ISOt6
boryong_03325	NA	Transposase
boryong_03330	NA	hypothetical protein
boryong_03335	NA	Reverse transcriptase family protein
boryong_03340	NA	Reverse transcriptase
boryong_03345	NA	IS5 family transposase ISOt6
boryong_03350	NA	Conjugal transfer protein TraH
boryong_03355	NA	Transposase DDE domain protein
boryong_03360	recF	DNA replication/repair protein RecF
boryong_03365	ftsQ	cell division protein FtsQ
boryong_03370	ddl	D-alanine--D-alanine ligase
boryong_03375	murB	UDP-N-acetylenolpyruvoylglucosamine reductase
boryong_03380	murC	UDP-N-acetylmuramate--L-alanine ligase
boryong_03385	NA	Type specific antigen
boryong_03390	tsa56	type-specific antigen TSA56
boryong_03395	glyQ	glycine--tRNA ligase subunit alpha
boryong_03400	glyS	glycine--tRNA ligase subunit beta
boryong_03405	tsaC	threonylcarbamoyl-AMP synthase
boryong_03410	NA	hypothetical protein
boryong_03415	ykfC	Retron-type reverse transcriptase
boryong_03420	NA	hypothetical protein
boryong_03425	NA	Conjugal transfer protein TraD
boryong_03430	NA	transposase
boryong_03435	spoT	(p)ppGpp synthase/hydrolase, HD superfamily
boryong_03440	NA	hypothetical protein
boryong_03445	NA	hypothetical protein
boryong_03450	NA	DnaA N-terminal domain protein
boryong_03455	dnaB	Replicative DNA helicase
boryong_03460	NA	Replicative DNA helicase
boryong_03465	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
boryong_03470	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
boryong_03475	NA	Putative ompA-like autotransporter
boryong_03480	NA	ATP-binding protein
boryong_03485	NA	Putative signal transduction histidine kinase
boryong_03490	NA	DDE superendonuclease family protein
boryong_03495	NA	DDE superendonuclease family protein
boryong_03500	NA	Putative signal transduction histidine kinase
boryong_03505	NA	ATP-binding protein
boryong_03510	baeS	Signal transduction histidine kinase
boryong_03515	spoT	(p)ppGpp synthase/hydrolase, HD superfamily
boryong_03520	NA	transposase
boryong_03525	NA	Conjugal transfer protein TraD
boryong_03530	NA	Transposase
boryong_03535	NA	Transposase DDE domain protein
boryong_03540	NA	hypothetical protein
boryong_03545	traD	conjugative transfer protein
boryong_03550	traA	conjugal transfer protein TraA
boryong_03555	traA	conjugal transfer protein TraA
boryong_03560	NA	Putative conjugative transfer protein TraA
boryong_03565	NA	Conjugal transfer protein TraA
boryong_03570	NA	toprim domain-containing protein
boryong_03575	NA	transposase
boryong_03580	virD4	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
boryong_03585	NA	Conjugal transfer protein
boryong_03590	NA	Tetratricopeptide repeat protein with 5 trp repeats
boryong_03595	traG	conjugal transfer protein TraG
boryong_03600	NA	Conjugal transfer protein TraH
boryong_03605	NA	Conjugal transfer protein TraH
boryong_03610	NA	Conjugal transfer protein
boryong_03615	NA	hypothetical protein
boryong_03620	traN	conjugal transfer protein TraN
boryong_03625	NA	Type-F conjugative transfer system pilin assembly family protein
boryong_03630	NA	Conjugal transfer protein
boryong_03635	NA	hypothetical protein
boryong_03640	NA	Conjugal transfer protein TraC
boryong_03645	NA	Conjugative transfer protein
boryong_03650	NA	Replicative DNA helicase
boryong_03655	NA	Conjugal transfer protein
boryong_03660	NA	Conjugal transfer protein
boryong_03665	traK2	Uncharacterised protein
boryong_03670	traK1	Uncharacterised protein
boryong_03675	NA	Conjugal transfer protein TraE
boryong_03680	NA	Conjugal transfer protein TraE
boryong_03685	traL	Uncharacterised protein
boryong_03690	xerD	Site-specific recombinase XerD
boryong_03695	NA	Arm DNA-binding domain-containing protein
boryong_03700	NA	hypothetical protein
boryong_03705	NA	Integrase
boryong_03710	dnaB	replicative DNA helicase
boryong_03715	NA	(P)pGpp hydrolase
boryong_03720	NA	site-specific integrase
boryong_03725	NA	Replicative DNA helicase
boryong_03730	NA	DNA helicase
boryong_03735	NA	hypothetical protein
boryong_03740	NA	hypothetical protein
boryong_03745	NA	Reverse transcriptase
boryong_03750	NA	conjugal transfer protein TraF
boryong_03755	NA	hypothetical protein
boryong_03760	NA	Reverse transcriptase
boryong_03765	NA	Conjugal transfer protein TraE
boryong_03775	NA	hypothetical protein
boryong_03780	pTR2	MFS transporter
boryong_03785	fumC	class II fumarate hydratase
boryong_03790	hPt	histidine phosphotransferase
boryong_03795	NA	DDE superendonuclease family protein
boryong_03800	NA	DDE superendonuclease family protein
boryong_03805	NA	DDE superendonuclease family protein
boryong_03810	NA	hypothetical protein
boryong_03815	NA	IS982 family transposase
boryong_03820	NA	Conjugal transfer protein TraD
boryong_03825	NA	Conjugal transfer protein TraA
boryong_03830	NA	Conjugal transfer protein TraA
boryong_03835	NA	hypothetical protein
boryong_03840	grxC	glutaredoxin
boryong_03845	NA	hypothetical protein
boryong_03850	gtaA	DUF2163 domain-containing protein
boryong_03855	NA	TIGR02217 family protein
boryong_03860	NA	hypothetical protein
boryong_03865	NA	head-tail adaptor protein
boryong_03870	NA	hypothetical protein
boryong_03875	gtaC	phage major capsid protein
boryong_03880	gtaF	prohead protease
boryong_03885	NA	hypothetical protein
boryong_03890	NA	hypothetical protein
boryong_03895	NA	DnaA-N domain-containing protein
boryong_03900	NA	DDE superendonuclease family protein
boryong_03905	NA	DDE superendonuclease family protein
boryong_03910	lacA	ribose-5-phosphate isomerase
boryong_03915	NA	hypothetical protein
boryong_03920	NA	hypothetical protein
boryong_03925	NA	Conjugal transfer TraD family protein
boryong_03930	NA	Conjugal transfer protein TraE
boryong_03935	NA	Conjugative transfer protein
boryong_03940	NA	hypothetical protein
boryong_03945	NA	Ankyrin repeat protein with 4 ankyrin repeats
boryong_03950	NA	TraU family protein
boryong_03955	NA	IS982 family transposase
boryong_03960	mdlB	multidrug ABC transporter ATP-binding protein
boryong_03965	pyrH	UMP kinase
boryong_03970	mraY	phospho-N-acetylmuramoyl-pentapeptide- transferase
boryong_03975	murF	UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanine ligase
boryong_03980	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-di aminopimelate ligase
boryong_03985	pbpA2	penicillin-binding protein
boryong_03990	ftsL	Cell division proteinFtsL
boryong_03995	rsmH	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH
boryong_04000	dnaJ	molecular chaperone DnaJ
boryong_04005	dnaK	molecular chaperone DnaK
boryong_04010	bolA	BolA family transcriptional regulator
boryong_04015	fabI	enoyl-ACP reductase
boryong_04020	NA	IS630 family transposase
boryong_04025	ykfC	Retron-type reverse transcriptase
boryong_04030	NA	Putative transposase
boryong_04035	NA	hypothetical protein
boryong_04040	NA	Arm DNA-binding domain-containing protein
boryong_04045	NA	site-specific integrase
boryong_04050	traL	Uncharacterised protein
boryong_04055	NA	Putative conjugative transfer protein
boryong_04060	NA	Putative membrane protein
boryong_04065	NA	Conjugal transfer protein TraC
boryong_04070	NA	Conjugal transfer protein TraC
boryong_04075	virB4	Type IV secretory pathway, VirB4 component
boryong_04080	traW	type-F conjugative transfer system protein TraW
boryong_04085	NA	hypothetical protein
boryong_04090	NA	Conjugal transfer protein
boryong_04095	NA	Type-F conjugative transfer system pilin assembly family protein
boryong_04100	NA	Conjugal transfer protein TraN
boryong_04105	NA	Conjugative transfer protein
boryong_04110	NA	hypothetical protein
boryong_04115	NA	Tetratricopeptide repeat protein with 8 trp repeats
boryong_04120	NA	Conjugal transfer protein
boryong_04125	NA	toprim domain-containing protein
boryong_04130	traA	conjugal transfer protein TraA
boryong_04135	traA	conjugal transfer protein TraA
boryong_04140	traA	conjugal transfer protein TraA
boryong_04145	traA	conjugal transfer protein TraA
boryong_04150	NA	hypothetical protein
boryong_04155	NA	Putative transposase
boryong_04160	NA	IS982 family transposase
boryong_04165	NA	hypothetical protein
boryong_04170	NA	Conjugal transfer TraD family protein
boryong_04175	NA	hypothetical protein
boryong_04180	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
boryong_04185	NA	ATP-binding protein
boryong_04190	NA	hypothetical protein
boryong_04195	baeS	sensor histidine kinase
boryong_04200	NA	hypothetical protein
boryong_04205	NA	Site-specific DNA-methyltransferase (adenine-specific)
boryong_04210	NA	Site-specific DNA-methyltransferase (adenine-specific)
boryong_04215	NA	Putative ompA-like autotransporter
boryong_04220	NA	Transposase
boryong_04225	NA	DDE superendonuclease family protein
boryong_04230	atpC	ATP synthase subunit epsilon
boryong_04235	atpB	ATP synthase subunit beta
boryong_04240	capM	capsule biosynthesis protein CapM
boryong_04245	menH	alpha/beta hydrolase
boryong_04250	mltE	murein transglycosylase
boryong_04255	fabD	ACP S-malonyltransferase
boryong_04260	NA	transposase
boryong_04265	NA	Putative transposase
boryong_04270	NA	Transposase family protein
boryong_04275	NA	Integrase
boryong_04280	NA	Putative integrase domain protein
boryong_04285	NA	hypothetical protein
boryong_04290	NA	hypothetical protein
boryong_04295	NA	reverse transcriptase domain-containing protein
boryong_04300	NA	Reverse transcriptase family protein
boryong_04305	NA	Reverse transcriptase family protein
boryong_04310	NA	hypothetical protein
boryong_04315	NA	IS982 family transposase
boryong_04320	baeS	ATP-binding protein
boryong_04325	baeS	Signal transduction histidine kinase
boryong_04330	spoT	(p)ppGpp synthase/hydrolase, HD superfamily
boryong_04335	NA	transposase
boryong_04340	NA	Conjugal transfer protein TraD
boryong_04345	NA	hypothetical protein
boryong_04350	NA	reverse transcriptase domain-containing protein
boryong_04355	NA	hypothetical protein
boryong_04360	NA	hypothetical protein
boryong_04365	NA	Tetratricopeptide and ankyrin rep with 1 trp repeats
boryong_04370	NA	IS630 family transposase
boryong_04375	NA	DDE superendonuclease family protein
boryong_04380	NA	Transposase
boryong_04385	trpS	tryptophan--tRNA ligase
boryong_04390	NA	reverse transcriptase domain-containing protein
boryong_04395	NA	hypothetical protein
boryong_04400	ppdK	pyruvate, phosphate dikinase
boryong_04405	NA	DDE superendonuclease family protein
boryong_04410	NA	DDE superendonuclease family protein
boryong_04415	vut1	membrane protein
boryong_04420	NA	Transposase
boryong_04425	NA	Ankyrin
boryong_04430	atpB	ATP synthase subunit A
boryong_04435	atpE	ATP synthase subunit C
boryong_04440	atpF	ATP synthase subunit B
boryong_04445	atpF	FoF1-type ATP synthase, membrane subunit b or b'
boryong_04450	NA	DDE superendonuclease family protein
boryong_04455	NA	Transposase
boryong_04460	NA	DDE superendonuclease family protein
boryong_04465	NA	DDE superendonuclease family protein
boryong_04470	NA	IS5 family transposase ISOt6
boryong_04475	ftsK	DNA translocase FtsK
boryong_04480	NA	DUF2672 domain-containing protein
boryong_04485	ettA	energy-dependent translational throttle protein EttA
boryong_04490	NA	hypothetical protein
boryong_04495	NA	transposase
boryong_04500	NA	Transposase
boryong_04505	NA	Transposase
boryong_04510	ffh	signal recognition particle protein
boryong_04515	cutA	divalent-cation tolerance protein CutA
boryong_04520	NA	hypothetical protein
boryong_04525	NA	hypothetical protein
boryong_04530	gmk	guanylate kinase
boryong_04535	NA	hypothetical protein
boryong_04540	NA	cell surface protein
boryong_04545	NA	Putative transposase
boryong_04550	NA	hypothetical protein
boryong_04555	NA	Replicative DNA helicase
boryong_04560	NA	(P)pGpp hydrolase
boryong_04565	NA	Arm DNA-binding domain-containing protein
boryong_04570	NA	DDE superendonuclease family protein
boryong_04575	NA	DDE superendonuclease family protein
boryong_04580	NA	Rpn family recombination-promoting nuclease/putative transposase
boryong_04585	NA	Conjugal transfer protein TraI
boryong_04590	NA	toprim domain-containing protein
boryong_04595	NA	Putative conjugal transfer protein TraA
boryong_04600	traA	conjugal transfer protein TraA
boryong_04605	traA	conjugal transfer protein TraA
boryong_04610	NA	hypothetical protein
boryong_04615	traD	conjugative transfer protein
boryong_04620	NA	hypothetical protein
boryong_04625	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
boryong_04630	NA	DNA helicase
boryong_04635	dnaB	Replicative DNA helicase
boryong_04640	NA	DnaA-N domain-containing protein
boryong_04645	NA	hypothetical protein
boryong_04650	NA	hypothetical protein
boryong_04655	NA	reverse transcriptase
boryong_04660	NA	DDE superendonuclease family protein
boryong_04665	NA	DDE superendonuclease family protein
boryong_04670	NA	hypothetical protein
boryong_04675	glpE	Thiosulfate sulfurtransferase GlpE
boryong_04680	tim44	transporter
boryong_04685	NA	hypothetical protein
boryong_04690	NA	transposase
boryong_04695	NA	DDE superendonuclease family protein
boryong_04700	NA	Transposase family protein
boryong_04705	midA	SAM-dependent methyltransferase, MidA family
boryong_04710	NA	hypothetical protein
boryong_04715	NA	hypothetical protein
boryong_04720	NA	hypothetical protein
boryong_04725	NA	hypothetical protein
boryong_04730	NA	DnaA N-terminal domain protein
boryong_04735	NA	Ankyrin repeat protein with 1 ankyrin repeats
boryong_04740	dam	DNA methyltransferase
boryong_04745	NA	Putative signal transduction histidine kinase
boryong_04750	NA	Putative signal transduction histidine kinase
boryong_04755	NA	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
boryong_04760	NA	hypothetical protein
boryong_04765	NA	hypothetical protein
boryong_04770	NA	Conjugal transfer TraD family protein
boryong_04775	NA	hypothetical protein
boryong_04780	traA	conjugal transfer protein TraA
boryong_04785	traA	conjugal transfer protein TraA
boryong_04790	traA	conjugal transfer protein TraA
boryong_04795	NA	Putative conjugal transfer protein TraA
boryong_04800	NA	toprim domain-containing protein
boryong_04805	NA	Conjugal transfer protein TraI
boryong_04810	NA	Rpn family recombination-promoting nuclease/putative transposase
boryong_04815	NA	Putative transposase
boryong_04820	virD4	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
boryong_04825	NA	Conjugal transfer protein TraH
boryong_04830	NA	Conjugal transfer protein TraH
boryong_04835	NA	Conjugal transfer protein
boryong_04840	NA	hypothetical protein
boryong_04845	NA	Conjugative transfer protein
boryong_04850	NA	conjugal transfer protein TraN
boryong_04855	NA	Conjugal transfer protein TraN
boryong_04860	NA	Type-F conjugative transfer system pilin assembly family protein
